,name,price,sku
703,Early Throw-Out Bearing - Fits 1950-1970 Type 1 Beetle & Type 2 Bus - 111-141-165ACH,17.99,111-141-165ACH
704,VW TYPE 1 180MM Clutch DISC 111141031D,26.88,111141031D
705,Early Style VW Type 1 Clutch Kit 180MM      	VWH-180mm Clutch Kit,79.99,VWH-180mm Clutch Kit
706,"Clutch disc, rigid (180mm / 24 spline) 111141031E",21.95,111141031E
707,Early Style VW Type 1 Clutch Kit 200MM with Sprung Clutch Disc     	JA90-314,89.99,JA90-314
708,Early Style VW Type 1 Clutch Kit 200MM      	JA90-312,84.99,JA90-312
709,Late Style VW Type 1 Clutch Kit 200MM        	JA90-113,89.99,JA90-113
710,Late Style VW Type 1 Clutch Kit 200MM with Sprung Clutch Disc      	JA90-114,99.99,JA90-114
711,Sachs 180 MM OE Replacement Pressure Plate for VW Type 1 Engines      	211141025DBR,87.99,211141025DBR
712,180 MM OE Replacement Pressure plate for VW Type 1 Engines     	211141025D,47.99,211141025D
713,Late Throw-Out Bearing - Fits 1971-1979 Type 1 Beetle & Type 2 Bus - 113-141-165BCH,17.99,113-141-165BCH
714,Kennedy Engineering STAGE-1 Aluminum 1700 LB PRESSURE PLATE     	KEP-STG1A,399.99,KEP-STG1A
715,Big Blue 1700 Lb Pressure Plate for Type 1      	VWH-AC141100EC,68.99,VWH-AC141100EC
716,Sachs 200 MM OE Replacement Pressure Plate for Late  VW Type 1 Engines     	311141025CAM,87.99,311141025CAM
717,Sachs 200 MM OE Replacement Pressure Plate with Collar for VW Type 1 Engines    	311141025EAM,87.99,311141025EAM
718,200 MM OE Replacement Pressure plate with Collar for VW Type 1 Engines      	311141025EOE,47.99,311141025EOE
719,200 MM OE Replacement Pressure plate for Late  VW Type 1 Engines     	311141025COE,39.99,311141025COE
720,16 Amp Fuse - Pack of 5 -  N171214,2.95, N171214
721,"Ignition Switch - 72-74 Beeltle, Bus, Volkswagen - 111905865K",12.95,111905865K
722,"Fuse Kit - 10x8amp, 5x16amp, 5x25amp",8.00,Fusekit
723,Horn 6 volt - 111951111H,14.97,111951111h
724,Bosch Ignition Rotor - 04033 / 04110,14.99,04110
725,"FUSES, 8 AMP, WHITE, PACK OF 10    	N171211",8.99,N171211
726,"HARD START RELAY KIT,12V      	17-2917-0",12.87,17-2917-0
727,MINI LED TAIL LIGHT     	16-9836-0,31.99,16-9836-0
728,"HD OFF ROAD TAIL LIGHTS RED LED,PR      	16-9552-0",59.99,16-9552-0
729,"Optima Battery Box 7 1/4"" X 9-7/8""        	16-9504-0",49.90,16-9504-0
730,"FUSE BOX ONLY, 6 PANEL - 16-9466-0",16.99,16-9466-0
731,"4""CHROME OFFROAD LIGHT,EA     	16-9150-0",25.99,16-9150-0
732,Dune Buggy Universal Turn Signal Switch     	16-2101-0,27.77,16-2101-0
733,UNIVERSAL ELECTRIC WINDSHIELD WASHER KIT      	15-2060-0,39.48,15-2060-0
734,"12"" GROUND STRAP     	00-9468-0",11.00,00-9468-0
735,"9"" GROUND STRAP     	00-9467-0",10.38,00-9467-0
736,"Ignition Switch - Late 74-79 Beeltle, Bus, Volkswagen - 111905865L",12.95,111905865L
737,25 Amp Fuse - Pack of 5 -  N171215,2.95,N171215
738,EMPI SVDA Distributor Rotor - fits 00-9437-B Distributor    	16-9439-0,6.50,16-9439-0
739,Ignition Switch - For 1971 Beetles And 1971-1974 Bus - 111-905-865F,22.49,111-905-865F
740,Bosch Voltage Regulator - 14 volts - 30019,29.99,30019
741,K4 Universal Headlight Switch with Dimmer - Off/On/On - 12 Volt 20 Amp - 16-142,29.99,16-142
742,K4 Universal Headlight Switch - Off/On/On - 12 Volt 15 Amp - 16-141,12.99,16-141
743,K4 Battery Switch - Lever Operated 6-36 Volt 180 Amp Continuous - 16-121,34.99,16-121
744,K4 Heavy Duty 4 Position Keyed Switch - Accessory/Off/On/Start - 16-112,20.99,16-112
745,K4 Heavy Duty Momentary On 60 Amp Push Button - 15-100,19.99,15-100
746,K4 Sealed Switch - Progressive 12V Off/On/Momentary On 20AMP - 13-221,16.99,13-221
747,K4 Sealed Switch - Double Pole 12V Off/On 1/On 2 Progressive 20AMP - 13-220,16.49,13-220
748,K4 Sealed Switch - Double Pole 12V On/Off/On 20AMP - 13-210,16.99,13-210
749,K4 Sealed Switch - Double Pole 12V On/Off 20AMP - 13-200,15.49,13-200
750,K4 Sealed Switch - Red LED Tip - Single Pole 12V On/Off/On 30AMP - 13-140,19.49,13-140
751,K4 Sealed Switch - Single Pole 12V On/Off/On 20AMP - 13-102,13.99,13-102
752,K4 Sealed Switch - Single Pole 12V On/Off 20AMP - 13-100,9.99,13-100
753,"Universal Wiper Switch  For Dune Buggy, Sand Rail, Baja Bug     	80173PNLS",40.96,80173PNLS
754,EMPI Dune Buggy Wiring Harness Loom Kit - 00-9466-0,65.31,00-9466-0
755,"TURN SIGNAL SWITCH,T1,62-67     	98-9576-0",84.00,98-9576-0
756,"Replacement Dual Filament Light Bulbs, 2 PCS     	00-9327-0",2.73,00-9327-0
757,MICRO-MINI Tail Light Assembly - AMBER     	00-9331-0,8.40,00-9331-0
758,"MINI TAIL LIGHT ASSEMBLY, AMBER, EA.     	00-9335-0",15.30,00-9335-0
759,6V-12V WIPER CONVERSION      	00-9344-0,34.16,00-9344-0
760,"SEALED SWITCH, ON-OFF     	00-9360-0",11.15,00-9360-0
761,"SEALED SWITCH, OFF-ON-ON    	00-9361-0",10.57,00-9361-0
762,"SEALED SWTCH,OFF-ON-MNT ON      	00-9362-0",13.37,00-9362-0
763,"SEALED SWTCH,ON-OFF-ON 2PL     	00-9363-0",13.55,00-9363-0
764,"Momentary Push Button Switch, Sealed      	00-9367-0",9.71,00-9367-0
765,"5"" CHROME OFFROAD LIGHT, EA.     	00-9309-0",17.71,00-9309-0
766,7 Inch Chrome Headlight Shell      	00-9307-7,29.99,00-9307-7
767,"7"" ROUND H4 HEADLIGHT, EA.     	00-9311-0",17.88,00-9311-0
768,"FUSE KIT 10-8AMP, 10-16AMP     	00-9905-0",8.49,00-9905-0
769,Right Tail Light Assembly  - 1973 -1979     	98-9456-0,50.49,98-9456-0
770,"TURN SIGNAL SWITCH,T1 1971      	111953513C",30.73,111953513C
771,Emergency Flasher Switch 1968 - 1973    	98-9575-B,13.86,98-9575-B
772,HD 3-PRONG HEADLIGHT PIGTAIL     	16-2102-0,3.99,16-2102-0
773,WEATHER-PROOF 10 Position Fuse Box      	00-9470-0,17.77,00-9470-0
774,"CHROME 7"" W/H4 HALOGEN,EA - 00-9305-0",59.99,00-9305-0
775,UNIVERSAL IGNITION SWITCH      	00-9306-0,9.48,00-9306-0
776,ON-OFF TOGGLE SWITCH      	00-9370-0,6.00,00-9370-0
777,BATTERY ISOLATOR SWITCH     	00-9355-0,8.33,00-9355-0
778,SUPER INDICATOR LIGHT RED      	00-9376-0,7.77,00-9376-0
779,AMBER INDICATOR LIGHT    	00-9374-0,6.15,00-9374-0
780,SUPER INDICATOR LIGHT AMBER     	00-9378-0,7.77,00-9378-0
781,BLUE INDICATOR LIGHT     	00-9373-0,6.15,00-9373-0
782,"4"" SWITCHBOX W/O HOLES    	00-9379-0",20.25,00-9379-0
783,SUPER INDICATOR LIGHT GREEN     	00-9375-0,7.77,00-9375-0
784,RED INDICATOR LIGHT     	00-9372-0,6.15,00-9372-0
785,"9"" SWITCHBOX W/O HOLES     	00-9382-0",35.05,00-9382-0
786,GREEN INDICATOR LIGHT     	00-9371-0,6.15,00-9371-0
787,WIPER VOLTAGE DROP 12V TO 6V     	00-9384-0,7.70,00-9384-0
788,CHROME LICENSE PLATE LIGHT With Bracket    	00-9457-0,23.22,00-9457-0
789,Optima Yellow Top Battery for Dune Buggies and Air-Cooled VWs  8014-045,281.99,8014-045
790,Optima Red Top Battery for Dune Buggies and Air-Cooled VWs  8002-02,237.99,8002-002
791,"Battery Cable, Ground Strap 4 Gauge/ 9"" Length) 113971235A",9.99,113971235A
792,"Switch, ignition. Type 1 1968-1970     311905865A",27.95,311905865A
793,Headlight Relay - 12 volt - 98-9437-B,20.99,98-9437-B
794,IGNITION SWITCH ELECTRIC 68-70,22.05,98-2053-0
795,BEETLE ANTENNA 67-79       	58-3501-0,11.99,58-3501-0
796,Baja Bug Headlight Housing Kit 00-3019-7,29.75,00-3019-7
797,Turn Signal Marker Lights for Mexican Style Front Bumper - 113 953 049AK,11.90,98-1071-0
798,"6"" CHROME OFFROAD LIGHT, EA.    	00-9310-0",26.90,00-9310-0
799,"MINI TAIL LIGHT ASSEMBLY, RED, EA.    	00-9334-0",15.30,00-9334-0
800,"Stock VW Headlight Assembly to 66,EA      	98-1063-B",44.99,98-1063-B
801,Turn Signal Assembly - Type 1 1964-1966 - Amber Lens - 98-9531-0,16.99,98-9531-0
802,"TURN SIGNAL ASSEMBLY,T1 70-79,LFT,AMBER      	98-9533-0",27.99,98-9533-0
803,"TURN SIGNAL ASSEMBLY,T1 70-79,RHT,AMBER      	98-9534-0",27.99,98-9534-0
804,"TURN SIGNAL ASSEMBLY,T1 58-63,CLR LENS - 98-9530-0",25.99,98-9530-0
805,Left Tail Light Assembly  - 1973 -1979       	98-9455-0,50.49,98-9455-0
806,TAIL LIGHT ASSEMBLY. 62-67 RIGHT 111945096M,39.99,111945096M
807,TAIL LIGHT ASSEMBLY. 62-67 LEFT    111945095M,39.99,111945095M
808,TAILLIGHT ASSEMBLY 68-70 RIGHT      111945096P,39.99,111945096P
809,TAILLIGHT ASSEMBLY 68-70 LEFT   111945095P,33.99,111945095P
810,"Horn (Euromax or EMPI), 12 Volt/400 Hz - 111951113B",9.95,111951113B
811,"H.D. OFF RD TAIL LIGHT RED LENS, PR     	00-9497-0",21.77,00-9497-0
812,"HOT ROD TEARDROP TAILLIGHTS, PR     	00-9490-0",54.99,00-9490-0
813,"Horn (Flosser or Hella), 12 Volt/400 Hz - 111951113BG",18.99,111951113BG
814,"High Temp Oil Hose 1/2"" ID 5 feet.  00-9210-0",18.88,00-9210-0
815,96 ROW OIL COOLER FAN KIT - 00-9293-0,154.99,00-9293-0
816,ENGINE LOCK NUT KIT       	00-9521-0,8.99,00-9521-0
817,Engine Hardware Kit - VW Type 1 - 00-9523-0,21.99,00-9523-0
818,EXHAUST NUT KIT 8 PCS.    	00-9525-0,7.92,00-9525-0
819,ENGINE BRACE CHROME PLATED.      	00-9526-0,79.90,00-9526-0
820,ENGINE GASKET KIT - Brazilian  	111-198-007AFX,14.49,111-198-007AFX
821,OIL CHANGE GASKET SET (2)  113198031 (x2),3.87,113198031 (x2)
822,Stainless Alternator or Generator T-Bolt Clamp  	16-5161-0,8.64,16-5161-0
823,Billet Steel Crank Pulley Bolt w/ Broached Head.   	16-6801-0,8.33,16-6801-0
824,"ALUMINUM OIL FILTER ADAPTER MOUNT,INBOARD     	16-8240-0",19.88,16-8240-0
825,"ALUMINUM OIL FILTER MOUNT,OUTBOARD      	16-8241-0",18.86,16-8241-0
826,ALUMINUM BILLET OIL SUMP PLATE 16-8964-0,23.41,16-8964-0
827,"STAINLESS VALVE COVER WITH BALES,PR    	16-9470-0",46.10,16-9470-0
828,"BULK OFFROAD DUAL PORT TIN,BLACK,PR.     	16-9501-9",26.18,16-9501-9
829,"BULK OFFROAD DUAL PORT TIN,CHROME,PR.     	16-9502-9",27.65,16-9502-9
830,"SHROUD SPACER KIT,PR.    	16-9511-0",9.66,16-9511-0
831,MINI OIL SUMP KIT  16-9520-0,31.52,16-9520-0
832,72 ROW OIL COOLER FAN KIT - 00-9292-0,134.99,00-9292-0
833,ELECTRIC FAN KIT W/ OIL COOLER     	00-9290-0,269.99,00-9290-0
834,"1/2"" Female Swivel to 1/2""HOSE Barb (2)     	00-9288-0",8.33,00-9288-0
835,3/8 THR X 3/8 HOSE BARB 2     	00-9211-0,5.64,00-9211-0
836,3/8 THR X 1/2 HOSE BARB 2      	00-9212-0,7.26,00-9212-0
837,1/2 THR X 1/2 HOSE BARB 2      	00-9214-0,4.97,00-9214-0
838,"HOSE CLAMP 1/4"" HOSE (4)   00-9224-0",2.03,00-9224-0
839,"HOSE CLAMP 3/8-1/2""HOSE(4)     	00-9225-0",5.66,00-9225-0
840,FULL FLOW OIL PUMP COVER (ALUMINUM)     	00-9226-0,12.67,00-9226-0
841,90 Degree Fitting 3/8 NPT Male to 3/8 NPT Female (2)     	00-9227-0,8.88,00-9227-0
842,45 Degree Fitting  3/8 NPT Male to 3/8 NPT Female (2)     	00-9237-0,8.88,00-9237-0
843,CHROME OIL FILTER     	00-9240-0,11.99,00-9240-0
844,Replacement Oil Hose for 8544 Breather Kit.    	00-9242-0,16.86,00-9242-0
845,OIL FILTER ADAPTER-PORT LEFT    	00-9244-0,14.58,00-9244-0
846,Filter Nipple For Oil Filter Adapter.   	00-9253-0,1.99,00-9253-0
847,Pack of Four Late Oil Cooler Seals    	00-9256-0,2.31,00-9256-0
848,Oil Cooler Mounting Dampers (4) - 00-9259-0,12.99,00-9259-0
849,OIL COOLER BLOCK OFF GASKETS (2)    	00-9266-0,2.24,00-9266-0
850,"HITEMP OIL HOSE 1/2"" X 100'     	00-9284-0",225.55,00-9284-0
851,6MM OIL PUMP BOLTS (4)    	00-9286-0,1.75,00-9286-0
852,BILLET CAM PLUG  with O-RING.     	16-9524-0,9.90,16-9524-0
853,"HEX OIL RELIEF SPRNG PLUG,PR.     	16-9527-0",10.99,16-9527-0
854,Copper Head Gasket - 92mm .060 - Set of 4 - 16-9531-0,24.68,16-9531-0
855,ROCKER STAND SHIMS .060 4PC  21-2360-0,4.00,21-2360-0
856,Aluminum Bolt-On Cam Gear      	21-2500-0,24.68,21-2500-0
857,ENGLE CAMSHAFT FK7  .500L/288D,99.99,FK7
858,ENGLE CAMSHAFT FK10 .539L/310D,99.99,FK10
859,ENGLE CAMSHAFT FK43 .536L/281D,99.99,FK43
860,ENGLE CAMSHAFT VZ14 .462L/274D,99.99,VZ14
861,ENGLE CAMSHAFT VZ15 .478L/279D,99.99,VZ15
862,ENGLE CAMSHAFT VZ25 .470L/286D,99.99,VZ25
863,ENGLE CAMSHAFT VZ30 .507L/298D,99.99,VZ30
864,ENGLE CAMSHAFT VZ35 .490L/309D,99.99,VZ35
865,ENGLE CAMSHAFT FK42 .522L/275D,99.99,FK42
866,ENGLE CAMSHAFT FK44 .547L/287D,99.99,FK44
867,ENGLE CAMSHAFT FK65 .478L/280D,99.99,FK65
868,ENGLE CAMSHAFT FK87 .561L/320D,99.99,FK87
869,ENGLE CAMSHAFT FK89 .582L/328D,99.99,FK89
870,ENGLE CAMSHAFT FK97 .622L/328D,99.99,FK97
871,ROCKER STAND SHIMS .030 4PC 21-2330-0,4.00,21-2330-0
872,ROCKER STAND SHIMS .015 4PC  00-2315-0,4.00,21-2315-0
873,Chromoly Rocker Studs - Set of 4 - 21-2314-0,15.99,21-2314-0
874,Copper Head Gasket - 94mm .040- Set of 4 - 16-9532-0,24.68,16-9532-0
875,Copper Head Gasket - 94mm .060 - Set of 4 - 16-9534-0,24.68,16-9534-0
876,Nut and Washer for Billet Alternator Pulley  16-9708-0,7.99,16-9708-0
877,"Billet  Full Flow Oil Line Bracket, polished.  17-2810-0",29.19,17-2810-0
878,"Copper Exhaust Flange Gasket 1-1/2""(4)   17-2820-0",14.99,17-2820-0
879,"Copper Exhaust Flange Gasket 1-5/8""(4)  17-2821-0",14.99,17-2821-0
880,Chrome Air Cleaner for Solex - Gauze.    	17-2823-0,15.33,17-2823-0
881,1 QUART OIL SUMP W/FILTER for VW Type 1 Engine  17-2871-0,104.93,17-2871-0
882,MINI OIL SUMP W/FILTER for VW Type 1 - 17-2872-0,54.99,17-2872-0
883,Dual Bypass Oil Cooler Adapter for Early Oil Coolers   17-2873-0,37.73,17-2873-0
884,3/8 THR x 1/2 HOSE BARB 30 Degree (2)     	17-2876-0,5.53,17-2876-0
885,Elephant Feet Valve Adjusters (8)    	21-2031-0,23.73,21-2031-0
886,HP 1.25 Rocker Arms w/Bushing - Pair - 21-2162-0,139.99,21-2162-0
887,HP 1.40 Rocker Arms w/Bushing - Pair - 21-2164-0,139.99,21-2164-0
888,ADJUSTER SCREW FOR 1.25 & 1.4 EMPI Rockers    21-2170-0,4.13,21-2170-0
889,High-Performance Solid Rocker Shaft Kit - Pair - 21-2308-0,53.49,21-2308-0
890,1.25 RATIO ROCKERS ONLY KIT (8)    21-2312-0,82.48,21-2312-0
891,ENGLE CAMSHAFT FK98 .624L/332D,99.99,FK98
892,Replacement Oil Filter.  00-9208-0,6.30,00-9208-0
893,Plastic Screw on Cap for 8904 Oil Filler,5.34,00-8904-7
894,BLACK FRONT ENGINE COVER EARLY.    	00-8951-0,26.99,00-8951-0
895,BLACK FRONT ENGINE COVER LATE.   	00-8952-0,26.99,00-8952-0
896,"Round Air Cleaner, GAUZE.    	00-8957-0",16.48,00-8957-0
897,Chrome Type 1 Engine Pulley Tin.     	00-8960-0,14.86,00-8960-0
898,Chrome Oil Sump Plate  00-8964-0,11.99,00-8964-0
899,CHROME STOCK OIL FILLER W/CAP 	00-8965-0,12.99,00-8965-0
900,CHROME STOCK OIL CAP    	00-8968-0,8.68,00-8968-0
901,VW Stock Carb Gauze Air Cleaner     	00-8970-0,12.53,00-8970-0
902,BLACK DUAL PORT CYLINDER COVERS     	00-8990-0,31.72,00-8990-0
903,VW Type 1 Chrome Alternator Stand  00-8991-0,27.14,00-8991-0
904,AIR CLEANER Solex OFF-ROAD 00-9000-0,52.49,00-9000-0
905,Pod Style Air Cleaner for 34 Pict & ICT.    00-9002-0,11.84,00-9002-0
906,"AIR CLEANER, 2 5/8 POD TYPE.   00-9004-0",12.99,00-9004-0
907,"MINI AIR CLEANER, STOCK.     	00-9012-0",9.90,00-9012-0
908,REPLACEMENT AIR CLEANER ELEMENT.    00-9014-0,2.73,00-9014-0
909,Air Cleaner for WEBER DGV-DGAV-DGEV.      	00-9025-0,19.64,00-9025-0
910,"REPLACEMENT GAUZE ELEMENT RECTANGULAR 2 1/2"".     	00-9029-0",17.53,00-9029-0
911,CHROME PUSH ROD TUBE PROTECTOR PR.   	00-8950-0,31.71,00-8950-0
912,3 PC CHROME HEATER CHANNEL KIT   00-8949-0,27.93,00-8949-0
913,Heater Channel Tin Kit - Black 3 Piece Set - 00-8948-0,34.99,00-8948-0
914,Chrome Clip on Valve Covers PR.     	00-8905-0,19.88,00-8905-0
915,"Chrome Valve Cover Bale Clips For 8905, PR",10.13,00-8906-0
916,"STOCK SIZE.ALUMINUM PULLEY, Polished With Red Lettering 00-8915-0",35.99,00-8915-0
917,"GEN. PULLEY COVER, RED   00-8926-0",3.89,00-8926-0
918,"GEN. PULLEY COVER, BLUE  00-8927-0",3.89,00-8927-0
919,CHROME FRONT ENGINE COVER LATE    	00-8930-0,26.99,00-8930-0
920,Type 3 Oil Filler Block Off.    	00-8931-0,2.59,00-8931-0
921,VW Type 3 Oil Dipstick Adapter - 00-8932-0,9.49,00-8932-0
922,CHROME CYLINDER COOL TIN PAIR - 00-8933-0,20.99,00-8933-0
923,Black Rear Engine Tin No Heat - W Heat Risers - 00-8937-0,22.99,00-8937-0
924,Black Rear Engine Tin w/ Heat & w/ Heat Risers - 00-8938-0,22.99,00-8938-0
925,Black Rear Engine Tin - No Heat - No Heat Risers - 00-8939-0,26.99,00-8939-0
926,Chrome Rear Engine Tin w/ Heat and w/ Heat Risers - 00-8940-0,26.99,00-8940-0
927,CHROME REAR ENGINE TIN w/Heat w/o Heat Risers - 00-8941-0,26.99,00-8941-0
928,CHROME REAR ENGINE TIN - No Cut Outs - 00-8942-0,26.99,00-8942-0
929,CHROME REAR ENGINE TIN - With Heat Risers.      	00-8943-0,34.46,00-8943-0
930,CHROME FRONT ENGINE COVER EARLY.      	00-8945-0,26.99,00-8945-0
931,"AIR CLEANER,OFFSET PROGRESSIVE.    	00-9032-0",23.99,00-9032-0
932,"GAUZE ELEMENT RECTANGULAR 1 3/4""      	00-9033-0",15.87,00-9033-0
933,Set of 8 O-rings for 9139 Adjustable Pushrod Tubes.    	00-9038-0,1.33,00-9038-0
934,AIR CLEANER ADAPTER 2BL.     	00-9154-0,6.93,00-9154-0
935,AIR CLEANER ADAPTER for Solex Carbs. 00-9156-0,6.93,00-9156-0
936,NYLON PUSHROD TUBES W/SEALS (8),24.15,00-9159-0 + 113109345A x 32
937,NYLON PUSHROD TUBE W/O SEALS (8),18.88,00-9159-7
938,"NYLON PUSHROD TUBE W/SEAL, EA.    	00-9160-0",3.25,00-9160-0
939,Air Duct Plugs for EMPI Fan Shrouds.    	00-9161-0,2.31,00-9161-0
940,"VALVE COVER VENTS, PR     	00-9164-0",7.93,00-9164-0
941,GAUZE ELEMENT.   	00-9176-0,13.93,00-9176-0
942,12 VOLT ALTERNATOR / GENERATOR PULLEY CHROME  00-9191-0,12.22,00-9191-0
943,Chrome Fan Shroud Air Intake Screen.     	00-9195-0,10.71,00-9195-0
944,OIL PRESSURE ADJUSTMENT KIT.     	00-9198-0,11.91,00-9198-0
945,PRESSURE BOOSTER KIT TO 69 - 00-9201-0,4.99,00-9201-0
946,PRESSURE BOOSTER KIT 70-ON - 00-9202-0,7.44,00-9202-0
947,OIL COOLER BYPASS ADAPTER     	00-9203-0,14.77,00-9203-0
948,OIL FILTER ADAPTER PORTS UP      	00-9204-0,13.30,00-9204-0
949,FULL FLOW OIL PUMP with FILTER TO 70.      	00-9206-0,71.99,00-9206-0
950,FULL FLOW OIL PUMP with FILTER 71-ON.    	00-9207-0,79.99,00-9207-0
951,"ALUMINUM VALVE COVERS, BOLT-ON, PR.    	00-9152-0",29.99,00-9152-0
952,FAN HOUSING PLUGS for OE VW Fan Shrouds.     	00-9151-0,5.94,00-9151-0
953,SET OF 8 ADJUSTABLE PUSH ROD TUBES.   00-9149-0,62.99,00-9149-0
954,Chrome 9044 Air Cleaner for VW Solex Carburetors     	00-9044-0,15.38,00-9044-0
955,BREATHER FILTER W/GAUZE.   	00-9053-0,8.58,00-9053-0
956,"CHROME DIP STICK, STOCK LENGTH.    	00-9054-0",4.99,00-9054-0
957,GENERATOR/ALTERNATOR STRAP 12 VOLT   	113-903-141B,5.87,113-903-141B
958,Stock Dual Port Shrouds - Chrome.    	00-9063-0,34.57,00-9063-0
959,REPLACEMENT AIR CLEANER ELEMENT.    	00-9081-0,3.92,00-9081-0
960,BOLT-ON VALVE COVER INSTALLATION KIT.     	00-9086-0,6.58,00-9086-0
961,REPLACEMENT BALE CLIPS FOR 9138 Finned Valve Covers PR,10.53,00-9089-0
962,Type 1 Power Pulley with Timing Marks.   	00-9115-0,34.99,00-9115-0
963,CHROME PULLEY BOLT W/WASHER - Stock Length.      	00-9117-0,8.88,00-9117-0
964,EXTRA LONG CHROME PULLEY BOLT W/WASHER.     	00-9118-0,9.25,00-9118-0
965,CHROME Alternator / GENERATOR  NUT & SPACER 00-9119-0,8.88,00-9119-0
966,Power Pulley Belt - 00-9120-0,6.35,00-9120-0
967,Chrome Mesh Belt Guard     	00-9136-0,23.61,00-9136-0
968,"ALUMINUM VALVE COVERS, CLIP-ON, PR.     	00-9138-0",29.99,00-9138-0
969,ADJUSTABLE PUSH ROD TUBE W/SEALS.      	00-9139-0,9.14,00-9139-0
970,Oil Cooler Block Off with Plug        	00-9146-0,21.64,00-9146-0
971,GSKT ONLY FOR BASE 9206/07EA,1.49,00-9207-4
972,"VW Type 1 Rod Bearings - for Beetle, Dune Buggy, Sand Rail (Choose Size)",13.49,Type-1-Rod-Bearings-Choose-Size
973,"Scat Cylinder Spacer Set - 94mm x .300"" - 15170",29.99,15170
974,Distributor Drive Pinion - 113-105-231B,35.99,113-105-231B
975,RAD 2 BBL Intake Manifold for VW Type 1 - Stainless Steel Intake for Carburetors & Fuel Injection    	3232-2,389.99,3232-2
976,Engine Compartment Breast Plate Seal - 1967-1974 Beetle - 00-3592-0,15.99,00-3592-0
977,Big Mouth Racing Push Rod Tubes - Set of 8 - 1565,39.92,1565
978,Euromax VW Type 1 Pistons and Cylinders Set (Choose Size 85.5mm - 90.5mm),145.99,Euromax-Cast-Piston-Cylinder-Kit
979,Acorn Cap Nut for Oil Drain Plate Sump - 6mm x 1mm - N110624,0.49,N110624
980,Stud for Oil Drain Plate - 6mm x 23mm - N145421,0.99,N145421
981,"DriverPak Type 1 Engine Kit - Choose 1600cc - 1776cc  Pistons, Heads, Pushrod Tubes, German Gasket Set",479.86,DriverPak85
982,8mm Case Stud Kit - Type 1 Dual Port - 043-198-035DP,34.49,043-198-035DP
983,Engine Case Assembly Hardware Kit - Dual Relief Cases - 113-198-033,22.49,113-198-033
984,Lower Type 1 Engine Mounting Stud - 10mm x 83mm - N144114,4.49,N144114
985,VW Type 2 Exhaust Manifold Gasket - 039-256-251,3.49,039-256-251
986,Crankshaft Fan Pulley Seal - For VW Type 4 - 021-105-247A,7.99,021-105-247A
987,Clutch Flywheel O-ring - For VW Type 4 - 021-105-279,3.99,021-105-279
988,Intake And Exhaust Stud - 8mm x 1.25mm x 38mm - N144438,1.49,N144438
989,VW Beetle 30mm Fuel Injection Exhaust Valve with 9mm Valve Stem - 043109611A,18.99,043109611A
990,"Scat Cylinder Spacer Set - 94mm x .256"" - 15169",29.99,15169
991,"Scat Cylinder Spacer Set - 94mm x .217"" - 15168",29.99,15168
992,"Scat Cylinder Spacer Set - 94mm x .177"" - 15167",29.99,15167
993,Base Gasket for 34 Pict 3 Carburetor - Sold Each - 113129707A,2.99,113129707A
994,EMPI Big Valve Dual Port Cylinder Head - Single Hi-Rev Springs 98-1329-B,205.99,98-1329-B
995,VW Type 1 and Type 4 Main Bearing Dowel Pin Kit - Set of 5 - 111101123,4.95,111101123 x 5
996,Crank Pulley Woodruff Key - 113105249 - Type 1,2.49,113105249
997,VW 36 Horsepower Main Bearings (Choose Size),63.96,36HPMainBearings
998,Stock Replacement Type 1 VW Bug Valve Springs 113109623C (Set of 8),31.92,113109623C x QTY 8
999,Scat Heavy Duty Steel Stock Length Pushrods (set of 8)     	20020,32.98,20020
1000,"Scat Manton Heavy Duty Chromoly Cut to Length Pushrods (set of 8) 0.035"" Wall - 20173",87.43,20173
1001,"Scat Manton Heavy Duty Chromoly Cut to Length Pushrods (set of 8) 0.058"" Wall - 20172",87.43,20172
1002,"L5 Match-Ported Intake Gaskets, Pair.     	00-3265-0",9.49,00-3265-0
1003,"L6 Match-Ported Intake Gaskets, Pair.    	00-3266-0",9.49,00-3266-0
1004,"L7 Match-Ported Intake Gaskets, Pair.      	00-3267-0",9.49,00-3267-0
1005,"D7000 Match-Ported Intake Gaskets, Pair.    	00-3268-0",9.49,00-3268-0
1006,K&N Air Cleaner Recharge Kit - Cleans and Re Oils Filter - 99-5000,11.96,99-5000
1007,"K&N OVAL AIR CLEANER 40-48IDF 3 1/2""GZ",36.95,E-3341
1008,"CB Performance 5.50"" Super Race Rods - Chevy Journal - 2665",279.99,2665
1009,"Scat Cylinder Spacer Set - 94mm x .090"" - 15166",29.99,15166
1010,OEM-Style Black 12-Volt Alternator/Generator Pulley - 043-903-109,9.99,043-903-109
1011,Single Port 85.5mm Head - Complete Stock Head - 311-101-353AK,239.99,311-101-353AK
1012,26mm Oil Pump for up to 1970 VW Type 1 - Flat & Bolt-on Cam - 111115107AKHD,29.99,111115107AKHD
1013,MST Solid Pulley V-Belt Pulley System with Sand Seal,179.99,MSTsandsealsolid
1014,Shadek Oil Pump for Flat/Performance Cam 26mm BA10045,45.99,BA10045
1015,Shadek Oil Pump for Flat/Performance Cam 26mm BA10010,45.99,BA10010
1016,Shadek Oil Pump for Flat/Performance Cam 26mm BA10042,45.99,BA10042
1017,Shadek Oil Pump for Dished/4 Rivet camshaft. 30mm BA10043,45.99,BA10043
